Num. Id;Nombre;Precio;Disponibilidad;Autor;BGG;Temática;Si Buscas...;Edad;Núm. jugadores;Tiempo de juego;Medidas;Complejidad;Editorial;Dependencia del idioma;Mecánica;Idioma;ranking
113;Paracaidistas en tu Bolsillo - D-Day Dice: Dentro del Búnker;9;Disponible;;;;;;;;;;Maldito Games;;;Español;
114;Paracaidistas en tu Bolsillo - D-Day Dice: Dentro del Búnker Kilómetro 0;8.1;No está disponible;;;;;;;;;;Maldito Games;;;Español;
115;Cocos Locos Kilómetro 0;17.82;No está disponible;;;;;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años;2, 3, 4;20;;;Maldito Games;;;;
116;Cocos Más Locos;19.8;Disponible;Walter Schneider;;Animales;Familiares, Rápido, Infantil;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;20 min.;;Medio;Maldito Games;;Habilidad;Español;
117;Cocos Locos;19.8;Disponible;;;;;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años;2, 3, 4;20;;;Maldito Games;;;;
118;Castle Rampage Kilómetro 0;12.91;No está disponible;Matthias Cramer;256569;Medieval;Familiares, Para 2, Rápido, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2;15 min.;180 x 130 x 40 mm;Medio;Gen X Games;Media;Gestión de cartas;Español;6,00791
119;Space Base Kilómetro 0;32.4;No está disponible;John D. Clair;242302;Ciencia Ficción;Familiares, Eurogame;de 14 a 18 años, más de 18 años;2, 3, 4, 5;60 min.;235 x 235 x 70 mm;Medio;Maldito Games;Media;Gestión de recursos;Español;7,59261
120;Space Base: Estación de Mando;36;Disponible;John D. Clair;277564;Ciencia Ficción;Familiares;más de 18 años;2, 3, 4, 5, 6, 7;60 min.;295 x 295 x 95 mm;Medio;Maldito Games;Media;Gestión de recursos;Español;7,66535
121;Space Base;36;No está disponible;John D. Clair;242302;Ciencia Ficción;Familiares, Eurogame;de 14 a 18 años, más de 18 años;2, 3, 4, 5;60 min.;235 x 235 x 70 mm;Medio;Maldito Games;Media;Gestión de recursos;Español;7,59261
122;Space Base: El Despertar del Tímido Plutón;27;Disponible;John D. Clair;266483;Ciencia Ficción;Familiares, Eurogame;de 14 a 18 años, más de 18 años;2, 3, 4, 5;60 min.;145 x 195 x 50 mm;Medio;Maldito Games;Media;Gestión de recursos;Español;7,82629
123;Space Base: Estación de Mando Kilómetro 0;32.4;No está disponible;John D. Clair;277564;Ciencia Ficción;Familiares;más de 18 años;2, 3, 4, 5, 6, 7;60 min.;295 x 295 x 95 mm;Medio;Maldito Games;Media;Gestión de recursos;Español;7,66535
124;Space Base: El Despertar del Tímido Plutón Kilómetro 0;24.3;No está disponible;John D. Clair;266483;Ciencia Ficción;Familiares, Eurogame;de 14 a 18 años, más de 18 años;2, 3, 4, 5;60 min.;145 x 195 x 50 mm;Medio;Maldito Games;Media;Gestión de recursos;Español;7,82629
125;Tawantinsuyu: El Imperio Inca Kilómetro 0;44.55;No está disponible;Dávid Turczi;306481;Maya;Eurogame;de 14 a 18 años, más de 18 años;1, 2, 3, 4;60 - 120 min.;295 x 295 x 75 mm;Medio;Maldito Games;Nula (Sólo instrucciones);Gestión de recursos;Español;7,80737
126;Mariposas Kilómetro 0;32.4;No está disponible;Elizabeth Hargrave;297978;Animales, Naturaleza;Familiares;de 14 a 18 años, más de 18 años;2, 3, 4, 5;45 - 75 min.;295 x 295 x 70 mm;Medio;Devir;Media;Colección de sets;Español;7,15418
127;Los Inmortales Kilómetro 0;32.44;No está disponible;Alessio Cavatore, Jack Caesar;244428;TV/Series/Cine;;de 14 a 18 años;2, 3, 4, 5, 6;15 min;310 x 170 x 50 mm;Medio;Gen X Games;Media;Tienta la suerte;Español;6,28717
128;Los Inmortales: Príncipes del Universo;26.95;No está disponible;Jack Caesar;262288;TV/Series/Cine;;de 14 a 18 años;2, 3, 4, 5, 6;15 min;310 x 850 x 50 mm;Medio;Gen X Games;Media;Tienta la suerte;Español;7,0303
129;Los Inmortales;36.05;No está disponible;Alessio Cavatore, Jack Caesar;244428;TV/Series/Cine;;de 14 a 18 años;2, 3, 4, 5, 6;15 min;310 x 170 x 50 mm;Medio;Gen X Games;Media;Tienta la suerte;Español;6,28717
130;Durian Kilómetro 0;18.58;No está disponible;Masato Uesugi;307963;Abstracto;Familiares, Fiesta, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6, 7;20 min.;110 x 63 x 35 mm;Medio;Oink Games;Nula (Sólo instrucciones);Tienta la suerte;Español;7,076
131;CacaCuloPedoPis Kilómetro 0;12.15;No está disponible;Carlos Molina, Esteban Jiménez;;Abstracto;Familiares, Fiesta, Rápido;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;10 - 30 min.;120 x 190 x 40 mm;Medio;La Pinta Games;Poca;Bazas;Español;
132;Modern Art Kilómetro 0;48.55;No está disponible;Reiner Knizia;118;Arte y Literatura;Familiares;de 10 a 14 años, de 14 a 18 años, más de 18 años;3, 4, 5;45 min;225 x 315 x 70 mm;Medio;Arrakis Games;Poca;Colección de sets, Negociación;Español;7,40692
133;Charterstone: Recarga Kilómetro 0;24.3;No está disponible;;;Cuentos;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5, 6;60 min.;295 x 295 x 95 mm.;Medio;Maldito Games;Media;Legacy;Español;
134;Canción de Hielo y Fuego: Caja de Inicio Baratheon Kilómetro 0;89.99;No está disponible;;;Arte y Literatura, Espada y Brujería, TV/Series/Cine;Para 2;de 14 a 18 años, más de 18 años;2;;;Medio;Edge Entertainment;Poca;Wargame;Español;
135;Skytear Kilómetro 0;52.65;No está disponible;Giacomo Neri, Riccardo Neri, Riccardo Parmeggiani;25906;Espada y Brujería;Para 2, Ameritrash;de 14 a 18 años, más de 18 años;2, 3, 4;45 min.;250 x 295 x 95 mm;Medio;TCG;Media;Arena;Español;0
136;D-Day Dice: De Bolsillo Kilómetro 0;12.15;No está disponible;Emmanuel Aquin;247567;Historia;Familiares, Cooperativo, Solitario, Para 2, Fiesta, Rápido, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6, 7, 8;15 min.;140 x 100 x 40 mm;Medio;Maldito Games;Media;Tienta la suerte;Español;6,40419
137;Viaje al Centro de la Tierra Kilómetro 0;17.01;No está disponible;Alberto Millán;324246;Arte y Literatura, Ciencia Ficción;Familiares, Solitario, Para 2, Fiesta;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6, 7, 8, +8;20 min.;180 x 180 x 35 mm;Medio;2 Tomatoes;Nula (Sólo instrucciones);Roll&Write;Español;7,3287
138;Paracaidistas en tu Bolsillo - D-Day Dice Kilómetro 0;40.5;No está disponible;Emmanuel Aquin;127721;Historia;Cooperativo, Solitario, Rápido;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4;15 min.;295 x 295 x 75 mm;Medio;Maldito Games;Media;Crawler;Español;6,80855
139;High Society Kilómetro 0;12.1;No está disponible;Reiner Knizia;220;Urbano;Familiares, Rápido, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;3, 4, 5;15 - 30 min.;110 x 150 x 30 mm;Medio;SD Games;Nula (Sólo instrucciones);Subastas;Español;7,05486
140;Cerveceros Kilómetro 0;10.48;No está disponible;Ben Rosset;154905;Urbano;Familiares, Viaje;de 14 a 18 años, más de 18 años;2, 3, 4;30 min.;110 x 150 x 35 mm;Medio;2 Tomatoes;Media;Gestión de cartas;Español;6,32685
141;Micomicons Kilómetro 0;17.82;No está disponible;Víctor Arenas;;Naturaleza;Familiares;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;15 - 30 min.;115 x 150 x 70 mm;Medio;;Media;Colección de sets;Español;
142;Mis Primeros Juegos - Rhino Hero Junior Kilómetro 0;18.09;No está disponible;Scott Frisco, Steven Strumpf;321711;Animales;Familiares, Rápido, Infantil;de 0 a 3 años, de 3 a 6 años, de 6 a 8 años, de 8 a 10 años;2, 3, 4;10 min.;220 x 220 x 70 mm;Medio;Haba;Nula (Sólo instrucciones);Habilidad;Español;7
143;Harry Potter: Hogwarts Battle - La Monstruosa Caja de los Monstruos Kilómetro 0;26.99;No está disponible;Andrew Wolf, Kami Mandell;223494;Arte y Literatura, Fantasía, TV/Series/Cine;Familiares;de 14 a 18 años, más de 18 años;2, 3, 4;30 - 60 min.;230 x 150 x 105 mm;Medio;Asmodée;Media;Creación de mazo;Español;7,60827
144;Harry Potter: Hogwarts Battle;49.99;No está disponible;;199042;Arte y Literatura;Cooperativo;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;30 - 60 min;90 x 120 x 140 mm;Fácil;Asmodée;Media;Creación de mazo;Español;7,46136
145;Harry Potter: Hogwarts Battle - La Monstruosa Caja de los Monstruos;29.99;No está disponible;Andrew Wolf, Kami Mandell;223494;Arte y Literatura, Fantasía, TV/Series/Cine;Familiares;de 14 a 18 años, más de 18 años;2, 3, 4;30 - 60 min.;230 x 150 x 105 mm;Medio;Asmodée;Media;Creación de mazo;Español;7,60827
146;Set & Match Kilómetro 0;19.79;No está disponible;Philippe Latarse;270847;Deportes;Familiares, Para 2;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;20 min.;370 x 270 x 35 mm;Medio;Asmodée;Nula (Sólo instrucciones);Habilidad;Español;7,59758
147;De Flor en Flor Kilómetro 0;13.72;No está disponible;Wolfgang Dirscherl;297578;Animales;Familiares, Rápido, Infantil;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4;15 min.;130 x 170 x 55 mm;Medio;Mercurio;Nula (Sólo instrucciones);Colección de sets;Español;6,08333
148;Flotsam Fight Kilómetro 0;18.58;No está disponible;Tomoyuki Maruta;256478;Abstracto;Familiares, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;30 min.;110 x 63 x 35 mm;Medio;Oink Games;Nula (Sólo instrucciones);Colección de sets;Español;6,56138
149;Nile Deluxor Kilómetro 0;13.72;No está disponible;Daniel Callister;93971;Agricultura, Egipto;Familiares, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;30 min.;130 x 180 x 55 mm;Medio;Melmac Games;Poca;Colección de sets;Español;6,67795
150;Mysterium Park Kilómetro 0;22.49;No está disponible;Oleg Sidorenko, Oleksandr Nevskiy;301767;Terror;Familiares, Cooperativo, Fiesta;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;30 - 45 min.;160 x 230 x 55 mm;Medio;Libellud;Nula (Sólo instrucciones);Deducción e Investigación;Español;7,53424
151;Wavelength Kilómetro 0;32.35;No está disponible;Wolfgang Warsch;262543;Abstracto;Familiares, Fiesta;de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6, 7, 8, +8;30 - 45 min.;270 x 270 x 80 mm;Medio;Arrakis Games;Media;Deducción e Investigación;Español;7,51915
152;Math Blox Kilómetro 0;12.1;No está disponible;;;Abstracto;Familiares, Solitario, Para 2, Rápido, Infantil, Viaje;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6;10 min.;;Fácil;Mercurio;;Tienta la suerte;Español;
153;Cocos Más Locos Kilómetro 0;17.82;No está disponible;Walter Schneider;;Animales;Familiares, Rápido, Infantil;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;20 min.;;Medio;Maldito Games;;Habilidad;Español;
154;El Frutal (versión Mini) Kilómetro 0;7.24;No está disponible;;;Agricultura;Familiares, Cooperativo, Rápido, Infantil, Viaje;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4;10 min.;;Medio;Haba;;Habilidad;Español;
155;War Chest: Nobleza Kilómetro 0;20.25;No está disponible;David Thompson, Trevor Benjamin;284444;;;;;;190 x 230 x 55 mm;Medio;Maldito Games;Poca;Conquista de territorio;Español;8,19461
156;War Chest;45;Disponible;David Thompson, Trevor Benjamin;249259;Medieval;Familiares, Para 2;de 14 a 18 años, más de 18 años;2, 3, 4;30 min.;230 x 190 x 120 mm;Medio;Maldito Games;Poca;Conquista de territorio;Español;7,94915
157;War Chest: Nobleza;22.5;Disponible;David Thompson, Trevor Benjamin;284444;;;;;;190 x 230 x 55 mm;Medio;Maldito Games;Poca;Conquista de territorio;Español;8,19461
158;Unlock! Timeless Adventures Kilómetro 0;26.99;No está disponible;Cyril Demaegd;279613;;Cooperativo, Experiencia, Narrativo;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;60;276 x 216 x 65 mm;;Asmodée;Alta;Deducción e Investigación, Exploración y Aventura;;7,96763
159;Poule Poule Kilómetro 0;12.11;No está disponible;Charles Bossart;280203;Animales;Familiares, Fiesta, Rápido;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6, 7, 8;20 min.;105 x 150 x 35 mm;Medio;Cacahuete Games;Nula (Sólo instrucciones);Habilidad;Español;6,95339
160;Orchard Kilómetro 0;12.96;No está disponible;;;Naturaleza;Familiares, Solitario;de 14 a 18 años, más de 18 años;1;10 min.;;Medio;Melmac Games;;Tienta la suerte;Español;
161;D-Day Dice: Historias de Guerra Kilómetro 0;24.3;No está disponible;;;;;;;;;;Maldito Games;;;Español;
162;D-Day Dice: Botín de Guerra Kilómetro 0;12.15;No está disponible;;;;;;;;;;Maldito Games;;;Español;
163;Los Inmortales: Príncipes del Universo Kilómetro 0;24.25;No está disponible;Jack Caesar;262288;TV/Series/Cine;;de 14 a 18 años;2, 3, 4, 5, 6;15 min;310 x 850 x 50 mm;Medio;Gen X Games;Media;Tienta la suerte;Español;7,0303
164;Cónclave Kilómetro 0;12.15;No está disponible;Félix Bernat Julián;303548;Fantasía;Familiares;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;25 - 30 min.;125 x 175 x 40 mm;Medio;Reverse Games;Nula (Sólo instrucciones);Colección de sets;Español;8
165;Unmatched: Battle Of Legends Volumen 1 Kilómetro 0;28.35;No está disponible;Rob Daviau;274637;Arte y Literatura, Fantasía, TV/Series/Cine;Para 2;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;40 min.;230 x 295 x 70 mm;Medio;TCG;Media;Arena;Español;8,03871
166;Pócimas y brebajes: Las Brujas Herboristas Kilómetro 0;24.29;No está disponible;Wolfgang Warsch;269259;Espada y Brujería;Familiares, Para 2;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5;45 min.;295 x 295 x 60 mm;Medio;Devir;Poca;Tienta la suerte;Español;8,13368
167;Pócimas y brebajes;40.49;No está disponible;Wolfgang Warsch;244521;Espada y Brujería;Familiares, Para 2;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;45 min;295 x 295 x 70 mm;Medio;Schmidt;Poca;Tienta la suerte;Español;7,82827
168;Pócimas y brebajes: Las Brujas Herboristas;26.99;No está disponible;Wolfgang Warsch;269259;Espada y Brujería;Familiares, Para 2;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5;45 min.;295 x 295 x 60 mm;Medio;Devir;Poca;Tienta la suerte;Español;8,13368
169;Marvel United Kilómetro 0;35.99;No está disponible;Andrea Chiarvesio, Eric M. Lang;298047;Cómic, Superhéroes, TV/Series/Cine;Familiares;de 14 a 18 años, más de 18 años;1, 2, 3, 4;40 min.;260 x 260 x 75 mm;Medio;Asmodée;Media;Gestión de cartas;Español;7,52887
170;Rococó Edición Deluxe Plus Kilómetro 0;103.68;No está disponible;;;Comercio, Historia;Eurogame;de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5;60 - 120 min;;Medio;Maldito Games;Nula (Sólo instrucciones);Colección de sets, Creación de mazo, Mayorías;;
171;Link Blox Kilómetro 0;12.1;No está disponible;;;Abstracto;Familiares, Rápido, Infantil, Viaje;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;10 min.;;Fácil;Mercurio;;Tienta la suerte;Español;
172;Piece of Pie Kilómetro 0;16.11;No está disponible;Brett J. Gilbert, Trevor Benjamin;301009;Gastronómica;Familiares, Rápido;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;15 min.;;Medio;Delirium Games;;Colección de sets;Español;6,90444
173;Mi Tienda Kilómetro 0;24.29;No está disponible;Rüdiger Dorn;270636;Comercio;Familiares;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;45 min.;;Medio;MasQueOca;;Gestión de recursos;Español;6,89064
174;Imagine Family Kilómetro 0;22.49;No está disponible;;300908;Abstracto;Familiares, Fiesta, Rápido;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;3, 4, 5, 6, 7, 8;15 min.;;Medio;Asmodée;;Habilidad;Español;6,85926
175;Skytear: Kurumo Kilómetro 0;24.3;No está disponible;;;;;;;;;;TCG;;;;
176;Last Aurora: Proyecto Atenea Kilómetro 0;24.25;No está disponible;Mauro Chiabotto;294704;Postapocalíptico;Familiares;de 14 a 18 años, más de 18 años;1, 2, 3, 4;60 - 90 min.;295 x 295 x 35 mm;Medio;Gen X Games;Nula (Sólo instrucciones);Colocación de trabajadores, Gestión de recursos;Español;7,77262
177;Last Aurora;42.25;Disponible;Mauro Chiabotto;274450;Postapocalíptico;Eurogame;de 14 a 18 años, más de 18 años;1, 2, 3, 4;60 - 90 min.;295 x 295 x 75 mm;Medio;Gen X Games;Nula (Sólo instrucciones);Gestión de recursos;Español;7,64222
178;Last Aurora: Proyecto Atenea;26.95;Disponible;Mauro Chiabotto;294704;Postapocalíptico;Familiares;de 14 a 18 años, más de 18 años;1, 2, 3, 4;60 - 90 min.;295 x 295 x 35 mm;Medio;Gen X Games;Nula (Sólo instrucciones);Colocación de trabajadores, Gestión de recursos;Español;7,77262
179;Wingspan: Expansión de Oceanía Kilómetro 0;24.3;No está disponible;Elizabeth Hargrave;300580;Animales;Familiares;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5;40 - 70 min.;295 x 215 x 45 mm;Medio;Maldito Games;Media;Colección de sets;Español;8,62198
180;Wingspan;49.5;No está disponible;Elizabeth Hargrave;266192;Animales;Familiares, Cooperativo, Solitario, Para 2, Eurogame;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5;40 - 70 min;295 x 295 x 75 mm;Medio;Maldito Games;Poca;Colección de sets;Español;8,11335
181;Wingspan: Expansión de Oceanía;27;Disponible;Elizabeth Hargrave;300580;Animales;Familiares, Cooperativo, Solitario, Para 2, Eurogame;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5;40 - 70 min.;295 x 215 x 45 mm;Medio;Maldito Games;Media;Colección de sets;Español;8,62198
182;Wingspan: Guía de inicio rápido;1.35;Disponible;Elizabeth Hargrave;;Animales;Familiares, Eurogame;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5;;;Medio;Maldito Games;Poca;Colección de sets;Español;
183;Wingspan: Expansión Europea;22.5;No está disponible;Elizabeth Hargrave;290448;Animales;Eurogame;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5;40 - 70 min;;Medio;Maldito Games;Alta;Colección de sets;Español;8,44505
184;Arqueras de Nand Kilómetro 0;14.53;No está disponible;Pablo Garaizar;309600;Fantasía;Familiares, Solitario, Para 2, Rápido;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2;10 - 20 min.;120 x 190 x 40 mm;;Gen X Games;Nula (Sólo instrucciones);Gestión de cartas;Español;6,9584
185;Almuerzo Jurásico Kilómetro 0;17.01;No está disponible;Bruno Cathala;297666;Dinosaurios;Familiares, Para 2, Rápido;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2;15 min.;180 x 250 x 70 mm;Medio;Maldito Games;Nula (Sólo instrucciones);Puzzle;Español;7,07931
186;Renature Kilómetro 0;36.44;No está disponible;Michael Kiesling, Wolfgang Kramer;300001;Naturaleza;Eurogame;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;45 - 60 min.;;Medio;MasQueOca;;Gestión de recursos;Español;7,67117
187;Vikings Gone Wild: Mega expansión Saga Kilómetro 0;40.5;No está disponible;;;;;;;;305 x 305 x 80 mm;;Last Level;Media;;Español;
188;Vikings Gone Wild;0;No está disponible;;187377;Vikingos;;de 14 a 18 años;2, 3, 4;45 - 90 min;300 x 300 x 70 mm;Medio;Lucky Duck Games;Poca;Creación de mazo;Español;7,20703
189;La Familia Hort Kilómetro 0;20.2;No está disponible;Ramiro Merinero;319736;Agricultura;Familiares;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;30 - 40 min.;165 x 230 x 45 mm;Medio;Zombi Paella;Media;Gestión de recursos;Español;8,48824
190;Los Tomos del Reino del Oeste Kilómetro 0;17.95;No está disponible;Shem Phillips;296152;Comercio, Medieval;Eurogame;;;;140 x 230 x 40 mm;Medio;Ediciones Primigenio;Nula (Sólo instrucciones);Colocación de trabajadores;Español;7,813
191;Vizcondes del Reino del Oeste;49.95;No está disponible;Shem Phillips;296151;Comercio, Medieval;Solitario, Eurogame;de 14 a 18 años, más de 18 años;1, 2, 3, 4;60 - 90 min.;230 x 230 x 70 mm;Medio;Ediciones Primigenio;Poca;Colocación de trabajadores, Gestión de recursos;Español;8,138
192;Los Tomos del Reino del Oeste;19.95;Disponible;Shem Phillips;296152;Comercio, Medieval;Eurogame;;;;140 x 230 x 40 mm;Medio;Ediciones Primigenio;Nula (Sólo instrucciones);Colocación de trabajadores;Español;7,813
193;Paladines del Reino del Oeste;44.95;Disponible;;266810;Medieval;Solitario, Eurogame;de 14 a 18 años, más de 18 años;1, 2, 3, 4;90 - 120 min;;Difícil;Ediciones Primigenio;Poca;Colocación de trabajadores, Gestión de recursos;Español;8,0731
194;Arquitectos del reino del oeste;44.95;No está disponible;;;Medieval;Solitario, Eurogame;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5;;;;;;Colocación de trabajadores, Gestión de recursos;;
195;Arquitectos del Reino del Oeste: Era de los Artesanos;24.99;Disponible;Shem Phillips;285235;Medieval;Eurogame;de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6;60 - 80 min.;230 x 230 x 45 mm;Medio;Ediciones Primigenio;Nula (Sólo instrucciones);Colocación de trabajadores, Gestión de recursos;Español;8,22433
