Num. Id;Nombre;Precio;Disponibilidad;Autor;BGG;Temática;Si Buscas...;Edad;Núm. jugadores;Tiempo de juego;Medidas;Complejidad;Editorial;Dependencia del idioma;Mecánica;Idioma;ranking
2727;El Tesoro de Isla Tortuga;14.4;Disponible;;1478597;;;;2, 3, 4;45;;;;;;;
2728;El banquete de Odín;0;No está disponible;Uwe Rosenberg;326373;Agricultura, Vikingos;;de 14 a 18 años;1, 2, 3, 4;60 - 120 min.;225 x 315 x 125 mm.;Difícil;Devir;Media;Gestión de recursos, Puzzle;Español;10
2729;Los Inseparables: ¡A la Orden!;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5;;;;Ludonova;;;;
2730;Barcelona: La rosa de fuego;0;No está disponible;Francesco Nepitello, Marco Maggi;205078;Historia;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;90 min;295 x 295 x 70 mm;Medio;Devir;Poca;Gestión de recursos;Español;6,48189
2731;Star Wars LCG: Maldad y vileza / Ciclo Oposición;11.51;Disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;;60;90 x 150 x 24 mm ;;Edge Entertainment;;;Español;
2732;Gipf;27;Disponible;;527;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2;30 - 60;;;;;;;7,09472
2733;Deal: American Dream (INGLÉS);0;No está disponible;;159685;;;de 10 a 14 años, de 14 a 18 años;4, 5, 6;90;;;;;;;6,71873
2734;PitchCar Expansión 1;31.46;Disponible;;;Carreras;Familiares, Para 2, Fiesta, Infantil;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6, 7, 8;30 minutos;;;DMZ games;;Habilidad;;
2735;Kingdoms;0;No está disponible;;119;;;de 14 a 18 años;;20-40 min;;;Edge Entertainment;;;Español;6,63503
2736;Barras luminosas;0;No está disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;1;;28x22x6 cm;;Devir;;;;
2737;Mecanimaliodes;0;No está disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;1;;37x8x29 cm;;Devir;;;;
2738;Explorers of the Lost Valley;0;No está disponible;;190064;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;15 - 25;;;Gen X Games;Alta;;;5,61133
2739;Catapulta Splish Splash;0;No está disponible;;;;;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años;2, 3, 4, 5;10 - 15;;;Haba;;;;
2740;Istanbul;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;40 - 60;;;Devir;;;Español;
2741;Piratas de la suerte;10.21;Disponible;;;Piratas;Familiares, Rápido, Infantil, Viaje;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años;2, 3, 4;10;;;Haba;;Tienta la suerte;Español;
2742;Las leyendas de Andor: Chada y Thorn;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2;45;;;Devir;;;Español;
2743;El Señor de los Anillos: La huida del Tormentera;0;No está disponible;;;;;de 14 a 18 años;1, 2;60;90 x 150 x 24 mm;;Edge Entertainment;;;Español;
2744;No time for heroes;0;No está disponible;;178166;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4;10 - 20;;;Holocubierta;;;Español;6,90435
2745;Tira al Cuervo;0;No está disponible;;;;;de 6 a 8 años, de 8 a 10 años;;;;;Gen X Games;;;;
2746;Drip Drop;0;No está disponible;;;;Infantil;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años;2, 3, 4;10;;;Morapiaf;;;Español;
2747;Roedores;12.95;Disponible;;281417;Animales;Familiares, Rápido, Infantil, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;3, 4, 5, 6;15 min.;100 x 150 x 45 mm;Fácil;Ludilo;Nula (Sólo instrucciones);Colección de sets, Programación acciones;Español;5,83333
2748;¡Toma 6! Edición 25 aniversario;11.65;No está disponible;;;;;;;;;;Mercurio;;;;
2749;Crazy Fishing;13.6;Disponible;Fabrizio Tronchin;301637;Animales;Familiares, Fiesta;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;15 - 30 min;125 x 180 x 40 mm;Fácil;Devir;Nula (Sólo instrucciones);Bazas;Español;7,20063
2750;Mi pequeño Scythe: Castillos en el aire;18;Disponible;Hoby Chou, Vienna Chou;305420;Animales, Comercio, Cuentos, Fantasía;Familiares, Infantil;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6;45 - 60 min;205 x 205 x 55 mm;Fácil;Maldito Games;Media;Exploración y Aventura, Gestión de recursos, Mayorías, Pick & Deliver;Español;7,77387
2751;Qwantum;11.65;Disponible;;262388;Abstracto;Familiares, Rápido, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;15 min;100 x 130 x 20 mm;Fácil;Mercurio;Nula (Sólo instrucciones);Roll&Write, Tienta la suerte;Español;6,33316
2752;Los Futbolísimos: Campo 4;12.45;Disponible;;;Deportes;Rápido, Infantil;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;15 min;;Fácil;;Nula (Sólo instrucciones);;;
2753;Las Vegas Royale;45.95;Disponible;Rüdiger Dorn;271319;;Familiares, Viaje, Eurogame;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5;;;Fácil;Ravensburger;Nula (Sólo instrucciones);Mayorías, Tienta la suerte;;7,45159
2754;Atomic Bond;18;Disponible;;;Ciencia Ficción;Familiares;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;30 min;260 x 260 x 110 mm;Medio;;;;Español;
2755;Bosk;31.5;Disponible;;;Animales;;de 14 a 18 años, más de 18 años;2, 3, 4;30 - 45 min;;Medio;Maldito Games;;;Español;
2756;Bosk: Ardillas promocionales;4.5;Disponible;;;;;;;;;;Maldito Games;;;;
2757;Instacrime 1: Mumford;9;Disponible;Pak Gallego;;Detectivesca;Familiares, Para 2, Experiencia, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;60 min;;Medio;GDM Games;;Deducción e Investigación;Español;
2758;Terraforming Mars: Conflictos - Cartas KS;9;Disponible;;;;;;;;;;;;;;
2759;Dragon Ball Z Célula Perfecto;36.95;Disponible;;238912;TV/Series/Cine;Cooperativo;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4;30 - 45 min;235 x235 x70 mm;Medio;SD Games;Media;Tienta la suerte;Español;5,73875
2760;Tempurra;11.69;Disponible;;;Animales, Gastronómica;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;3, 4, 5, 6, 7;20 min;100 x 150 x 40 mm;Fácil;TCG;Nula (Sólo instrucciones);Tienta la suerte;;
2761;Alone: Avatar Expansion;24.99;Disponible;;;Ciencia Ficción, Terror;Ameritrash;de 14 a 18 años, más de 18 años;2, 3, 4;90 - 120 min;;Medio;Edge Entertainment;Media;Crawler;Español;
2762;Alone;69.95;Disponible;;181495;Ciencia Ficción, Terror;Ameritrash;de 14 a 18 años, más de 18 años;2, 3, 4;90 - 120 min;295 X 295 X 100 mm;;Edge Entertainment;Media;Crawler;Español;7,61871
2763;Nuts;17.95;Disponible;;;Abstracto, Animales;Solitario;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años;1;;;Fácil;Cayro;Nula (Sólo instrucciones);Puzzle;;
2764;Yggdrasil Chronicles;49.99;Disponible;Cedric Lefebvre;284333;Mitología;Cooperativo;de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5;;;Medio;Asmodée;Poca;;Español;7,4232
2765;Funkoverse Strategy Game. Harry Potter Base Set (Inglés);34.49;Disponible;;292032;Arte y Literatura, TV/Series/Cine;Ameritrash;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;20 - 60 min;;Medio;Funko;Media;Crawler;Inglés;6,94888
2766;Pacific Rim. Expansión Kaiju Hajuka;25.16;Disponible;Alessio Cavatore, Jack Caesar;248737;Ciencia Ficción, TV/Series/Cine;;;2;30 - 90 min;;Medio;;Media;Wargame;Español;7,32895
2767;Pacific Rim: Extinction;58.45;Disponible;Alessio Cavatore, Jack Caesar;248737;Ciencia Ficción, TV/Series/Cine;Para 2;de 14 a 18 años, más de 18 años;2;30 - 90 min;300 x 225 x 120 mm;Medio;Gen X Games;Media;Wargame;Español;7,32895
2768;Pacific Rim. Expansión Kaiju Obsidian Fury;15.1;Disponible;Alessio Cavatore, Jack Caesar;;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años, más de 18 años;2;30 - 90 min;;Medio;;Media;Wargame;Español;
2769;Pacific Rim. Expansión Jaegar Saber Athena;31.45;No está disponible;Alessio Cavatore, Jack Caesar;;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años, más de 18 años;2;30 - 90 min;;Medio;;Media;Wargame;Español;
2770;Pacific Rim. Expansión Jaegar Gipsy Danger;31.45;No está disponible;;248737;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años, más de 18 años;2;30 - 90 min;;Medio;;Media;Wargame;Español;7,32895
2771;Pandemic. Estado de emergencia;49.99;Disponible;Matt Leacock;168703;Medicina;Familiares, Cooperativo, Eurogame;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;45 min;220 x 305 x 45 mm;Medio;Z-Man Games;Media;Colección de sets, Gestión de cartas;Español;7,61395
2772;Alien 51: El Ascensor;19.9;Disponible;;;Ciencia Ficción;;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4;15;;;;;;;
2773;Hostage: El Negociador, Expansiones 5 y 6;8.76;Disponible;A.J. Porfirio;172637;Detectivesca;;de 14 a 18 años;1;15 - 30 min.;Blister de 100 x 160 x 20 mm;Difícil;Van Ryder Games;Media;Creación de mazo;Español;7,21401
2774;Hellapagos;19.95;Disponible;Laurence Gamelin, Philippe Gamelin;224272;Naturaleza;Familiares, Fiesta, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;4, 5, 6, 7, 8, +8;20 min;145 x 200 x 70 mm;Medio;Gigamic;Nula (Sólo instrucciones);Tienta la suerte;Español;6,62925
2775;Caja de Inicio de KeyForge: La Edad de la Ascensión;24.95;Disponible;;;;;de 14 a 18 años, más de 18 años;2;45;204 x 204 x 46 mm;;Fantasy Flight;;;;
2776;Mis Primeros Juegos - Rhino Hero Junior;20.11;Disponible;Scott Frisco, Steven Strumpf;321711;Animales;Familiares, Rápido, Infantil;de 0 a 3 años, de 3 a 6 años, de 6 a 8 años, de 8 a 10 años;2, 3, 4;10 min.;220 x 220 x 70 mm;Medio;Haba;Nula (Sólo instrucciones);Habilidad;Español;7
2777;Dune;49.99;Disponible;Peter Olotka;283355;Arte y Literatura, Ciencia Ficción, TV/Series/Cine;Eurogame;de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;120 min.;270 x 270 x 65 mm;Medio;Asmodée;Media;Gestión de recursos, Negociación;Español;8,14168
2778;Tuki Tuki;10.79;Disponible;Haim Shafir;297570;Animales;Familiares, Rápido, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;10 min.;100 x125 x 20 mm;Medio;Mercurio;Nula (Sólo instrucciones);Tienta la suerte;Español;7,05556
2779;Pictures;35.99;Disponible;Christian Stöhr, Daniela Stöhr;284108;Abstracto;Familiares;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;3, 4, 5;20 - 30 min.;300 x 300 x 70 mm;Medio;MasQueOca;Nula (Sólo instrucciones);Habilidad, Memoria;Español;7,21429
2780;Nightmare;22.49;Disponible;;;Terror;Familiares, Cooperativo, Experiencia, Narrativo;de 14 a 18 años, más de 18 años;4, 5;90 min.;270 x 270 x 65 mm;Medio;Diset;Alta;Deducción e Investigación;Español;
2781;Break The Code;16.2;Disponible;Ryohei Kurahashi;227466;Abstracto;Familiares, Para 2, Rápido;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;15 min.;130 x 180 x 40 mm;Medio;Devir;Alta;Deducción e Investigación;Español;7,27325
2782;Munchkin Apocalypse 2: Impacto Interlanar;14.99;Disponible;Andrew Hackard;153494;Ciencia Ficción;Familiares, Fiesta, Rápido;de 10 a 14 años, de 14 a 18 años, más de 18 años;3, 4, 5, 6;10 min.;;Medio;Asmodée;;Bazas;Español;7,11783
2783;Munchkin Apocalypse;24.95;Disponible;Steve Jackson;112869;Fantasía, Postapocalíptico;Familiares, Fiesta, Rápido;de 10 a 14 años, de 14 a 18 años;;'''90''''''';;;Edge Entertainment;;Bazas;Español;6,4649
2784;Spicy;14.99;Disponible;Zoltán Gábor;299169;Animales, Gastronómica;Familiares, Rápido, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;20 min;105 x 150 x 30 mm;Fácil;Asmodée;Nula (Sólo instrucciones);Tienta la suerte;Español;7,29222
2785;La leyenda de los Cinco Anillos: En busca de la verdad;10.32;Disponible;;;Fantasía, Oriental;Para 2, Experiencia;de 14 a 18 años, más de 18 años;2;45 - 90 min;;Medio;Fantasy Flight;Alta;Creación de mazo;Español;
2786;La Leyenda de los Cinco Anillos: Manto de tinieblas;14.95;No está disponible;;;Fantasía, Oriental;Para 2;de 14 a 18 años, más de 18 años;2;45 - 90 min;91 x 153 x 24 mm;Medio;Fantasy Flight;Alta;Creación de mazo, LCG;Español;
2787;La Leyenda de los Cinco Anillos: Rokugán en Guerra;14.95;No está disponible;;;Fantasía, Medieval, Oriental;Para 2, Experiencia;de 14 a 18 años, más de 18 años;2;45 - 90 min;;Medio;Fantasy Flight;Alta;LCG;Español;
2788;La leyenda de los Cinco Anillos El juego de cartas: La Guerra de los clanes;39.95;No está disponible;;;Fantasía, Oriental;;de 14 a 18 años, más de 18 años;2, 3, 4;45 - 90 min;;Medio;Fantasy Flight;Alta;Creación de mazo, LCG;Español;
2789;Likes;17.95;Disponible;;;Abstracto;Familiares, Fiesta, Rápido;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;3, 4, 5, 6, 7, 8;20 - 30 min;190 x 120 x 40 mm;Fácil;;Nula (Sólo instrucciones);Preguntas y respuestas;Español;
2790;Star Realms Mazo de Mando: El Vínculo;3.14;Disponible;Robert Dogherty;231372;Ciencia Ficción;Para 2, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;2;20 min;;Fácil;Devir;Media;Creación de mazo;Español;7,6727
2791;Bomberos en acción;10.03;Disponible;;;;Rápido, Infantil;de 6 a 8 años, de 8 a 10 años;2, 3, 4;15 min;;Fácil;Haba;Nula (Sólo instrucciones);Puzzle;;
2792;Endeavor: Add on Fichas de comercio de madera;8.42;Disponible;;;;;;;;;;;;;;
2793;Star Wars X-Wing: Bola de fuego;19.95;Disponible;;;Ciencia Ficción, TV/Series/Cine;Ameritrash;de 14 a 18 años, más de 18 años;2;30 - 45 min;;Medio;Fantasy Flight;Media;Wargame;Español;
2794;Catan: Los Colonos de América ;37.8;Disponible;;67239;Historia;Familiares, Eurogame;de 14 a 18 años, más de 18 años;3, 4;90 - 120 min;;Medio;Devir;Poca;Gestión de recursos;Español;6,8138
2795;Fado: Duets and Impromptus;10.47;Disponible;;;;;;;;;;Asmodée;;;;
2796;Harry Potter el juego de mesa;46.98;Disponible;;;Arte y Literatura, TV/Series/Cine;;;2, 3, 4, 5, 6, 7, 8;20 - 45 min;;Fácil;;Media;;Español;
2797;Eminent Domain;25.51;Disponible;Seth Jaffee;68425;Ciencia Ficción;;de 14 a 18 años;2, 3, 4;45;250 x 250 x 53 mm;Medio;Edge Entertainment;Media;Creación de mazo, Draft;Español;7,04437
2798;Pret-A-Porter;49.5;Disponible;Ignacy Trzewiczek;87890;;Eurogame;de 10 a 14 años, de 14 a 18 años;2, 3, 4;120;;;Portal Publishing;;Colección de sets, Gestión de recursos;;7,4026
2799;Librojuego: La odisea de la nave Fobos;17.9;Disponible;;;Arte y Literatura, Cuentos;Solitario, Narrativo, Infantil;de 3 a 6 años;1;45;;;Maldito Games;;Programación acciones;;
2800;Bahamas;14.35;Disponible;Nicolas Normandon;269917;;;de 10 a 14 años, de 14 a 18 años, más de 18 años;4, 5, 6, 7, 8;30 min;;Fácil;Tranjis;Media;Bazas;;6,36008
2801;Jurassic Park Funkoverse Expansión (Español);31.5;Disponible;;;Ciencia Ficción, Dinosaurios;Ameritrash;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;30 - 60 min;;Fácil;Funko;Poca;Arena;Español;
2802;Clinic: The extension;36;Disponible;Alban Vlard;;Medicina, Urbano;Experiencia, Eurogame;de 14 a 18 años, más de 18 años;1, 2, 3, 4;60 - 150 min;;Difícil;Maldito Games;Nula (Sólo instrucciones);Pick & Deliver;;
2803;Clinic: Deluxe Edition;53.1;Disponible;Alban Vlard;272739;Medicina, Urbano;Experiencia, Eurogame;de 14 a 18 años, más de 18 años;1, 2, 3, 4;;;Difícil;Maldito Games;Nula (Sólo instrucciones);Pick & Deliver;;7,85505
2804;Here Comes the Dog;19.62;Disponible;;;Animales, Historia;Rápido;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;30 - 45 min;;Fácil;Gen X Games;Nula (Sólo instrucciones);Habilidad, Tienta la suerte;;
2805;Amoeba;13.63;Disponible;;4741566;Animales;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;30 ;;Fácil;Gen X Games;Nula (Sólo instrucciones);;;
2806;Un puñado de meeples;19.75;Disponible;;277699;Oeste;Eurogame;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;30 min;;;TCG;Nula (Sólo instrucciones);;;7,2266
2807;Con 5;14.99;Disponible;;;Abstracto;Familiares, Rápido, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4;20 min;;Fácil;Haba;Nula (Sólo instrucciones);Roll&Write;;
2808;Lanza y Pasa;14.98;Disponible;Andreas Schmidt;;;Familiares, Fiesta, Rápido, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;10 min.;;Fácil;Haba;Nula (Sólo instrucciones);Habilidad;;
2809;La Leyenda de los Cinco Anillos: Paz a Cualquier Precio;14.99;Disponible;;;Oriental;Para 2;de 14 a 18 años, más de 18 años;2;;;Medio;Fantasy Flight;Alta;Creación de mazo;Español;
2810;Crichers;13.05;Disponible;Luis Delgado;261828;Fantasía;Familiares;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;10 - 120 min.;120 x 170 x 40 mm;Medio;Afrogames;Poca;Colección de sets;Español;6
2811;La Leyenda de los Cinco Anillos: La Tentación del Escorpión;14.99;Disponible;;;Fantasía, Oriental;Para 2;de 14 a 18 años, más de 18 años;2;;;Medio;Fantasy Flight;Media;Creación de mazo;Español;
2812;Cónclave;13.5;Disponible;Félix Bernat Julián;303548;Fantasía;Familiares;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;25 - 30 min.;125 x 175 x 40 mm;Medio;Reverse Games;Nula (Sólo instrucciones);Colección de sets;Español;8
2813;Holi;40.49;Disponible;Julio E. Nazario;295957;Abstracto;Familiares;de 14 a 18 años, más de 18 años;2, 3, 4;30 - 40 min.;295 x 295 x 75 mm;Medio;Devir;Poca;Puzzle;Español;7,41725
2814;Micro-Combat;10.8;Disponible;;266166;Ciencia, Medicina;Familiares, Cooperativo;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4;15 - 30 min.;;Medio;El Troquel;;Colección de sets;Español;0
2815;Club A. Max el Detective;6.3;Disponible;;;Cuentos;Infantil;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;;;;Fácil;Átomo Games;Media;Memoria;Español;
2816;Fuerza de dragón;12.87;Disponible;;;Fantasía;Rápido, Infantil, Viaje;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años;2, 3, 4;15;;;Haba;;Memoria;Español;
2817;Unicornio Destello: El tesoro de las nubes;12.6;Disponible;;;Fantasía;Rápido, Infantil;de 3 a 6 años, de 6 a 8 años;2, 3, 4;10;;;Haba;;;Español;
2818;Abejitas Zum Zum;18.85;Disponible;;;Animales;Rápido, Infantil, Viaje;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años;2, 3, 4, 5;15 minutos;;;Mercurio;;Memoria;Español;
2819;Así sea entonces - Star Wars: El juego de cartas;7.32;Disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;;60;90 x 150 x 24 mm ;;Edge Entertainment;;;Español;
2820;Las mil y una noches;0;No está disponible;;283286;;;de 14 a 18 años;2, 3, 4, 5, 6;120;365 x 265 x 80 mm;Medio;Devir;Alta;Exploración y Aventura;Español;
2821;Zero Down;8.95;Disponible;Reiner Knizia;651;Abstracto;Familiares;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;20 min.;110 x 110 x 45 mm;;Games for Gamers;Nula (Sólo instrucciones);Bazas;Español;6,44856
2822;Héroes de Terrinoth;39.95;Disponible;Adam Sadler, Bradley Sadler;254591;Espada y Brujería;Cooperativo, Solitario, Para 2;de 14 a 18 años, más de 18 años;1, 2, 3, 4;45 min;250 x 250 x 50 mm;Medio;Fantasy Flight;Alta;Exploración y Aventura;Español;7,39283
2823;Sword & Sorcery personajes - Victoria;13.5;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5;;135 x 185 x 40 mm;;Devir;;;;
2824;Ramen;14.95;Disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;;;;Ediciones Primigenio;;;;
2825;Terraforming Mars: Colonias;22.5;Disponible;;255681;Ciencia Ficción;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5;120;;;Maldito Games;;Exploración y Aventura;;8,1512
2826;Musa;18;Disponible;Jordan Sorengon;234396;Abstracto;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6, 7, 8, +8;30 min;160 x 230 x 50 mm;Medio;2 Tomatoes;Nula (Sólo instrucciones);;Español;6,71892
2827;Reinas Durmientes;13.99;Disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;30;;;Ludilo;;;;
2828;¡Aventureros al Tren! New York;19.99;Disponible;Alan R. Moon;202670;Trenes;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4;10 - 15 min;230 x 230 x 50 mm;Fácil;Edge Entertainment;Nula (Sólo instrucciones);Colección de sets;Español;7,41014
2829;U.S. Telegraph;29.16;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;60;;;Maldito Games;;;;
2830;Iquazú;30.95;Disponible;;235627;Naturaleza;Familiares, Eurogame;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;50 min.;;;Haba;;Colección de sets;;6,82968
2831;15 Días;7.11;Disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5, 6;;;;Asylum Games;;;Español;
2832;Dobble kids;12.99;Disponible;;63268;;Familiares, Fiesta, Rápido, Infantil, Viaje;de 3 a 6 años, de 6 a 8 años;2, 3, 4, 5, 6, 7, 8;'''10''''''';;;Asmodée;;Habilidad;Español;6,6233
2833;La Leyenda de los Cinco Anillos: La visión de un campeón;7.62;Disponible;;;;;de 14 a 18 años, más de 18 años;2;90;;;Fantasy Flight;;;;
2834;La Fallera Calavera 2: Los ingredientes de la discordia;12.55;Disponible;;;Gastronómica, Zombies;Familiares, Fiesta;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;30 - 45;;;Zombi Paella;;Gestión de cartas;Valenciano;
2835;T.I.M.E. Stories;44.99;Disponible;;;Detectivesca;Para 2, Experiencia, Narrativo;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;90 minutos;;;Asmodée;;Exploración y Aventura;Español;
2836;Star Wars LCG: Antiguos adversarios / Ciclo Oposición;7.32;Disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;;60;90 x 150 x 24 mm ;;Edge Entertainment;;;Español;
2837;Isla de Skye: De líder a Rey;26.96;Disponible;;;Comercio, Naturaleza;Familiares, Eurogame;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;60;19x27x7 cm;;SD Games;;Colocación de losetas;Español;
2838;Isla de Skye: El Viajero;17.95;Disponible;Alexander Pfister;232226;Agricultura, Comercio, Medieval;Familiares, Eurogame;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5;75 min.;190 x 275 x 40 mm;Medio;SD Games;Nula (Sólo instrucciones);Colocación de losetas, Gestión de recursos;Español;7,38399
2839;Mr. Jack London;29.9;Disponible;;;Detectivesca;Familiares, Para 2;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2;30 minutos;;;Asmodée;;Deducción e Investigación;Español;
2840;Dice Forge Exp. Rebellion;26.99;Disponible;Régis Bonnessée;258003;Espada y Brujería;;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;60 min;140 x 285 x 75 mm;Medio;Libellud;Nula (Sólo instrucciones);Creación de mazo;Español, Portugués, Catalán;7,71444
2841;7 Wonders: Armada;29.89;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;3, 4, 5, 6, 7;;;;Repos Production;;;;
2842;Crazy Eggz;16.15;Disponible;;254227;Carreras;Familiares, Fiesta, Infantil;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años;2, 3, 4;15;;;Mercurio;;Habilidad;;5,76141
2843;Kitchen Rush Piece of Cake;31.45;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4;45;30x30x7,5 cm.;;MasQueOca;;;;
2844;Viticulture: Visitantes del Valle del Rin;10.8;Disponible;Jamei Stegmaier, Tido Lorenz;248929;Agricultura;;de 14 a 18 años;1, 2, 3, 4, 5, 6;45 - 90 min;120 x 95 x 30 mm;Medio;Maldito Games;Media;Gestión de recursos;Español;8,27267
2845;Héroes a medida;19.79;Disponible;;;Cómic;Familiares;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;45 minutos;;;Asmodée;;Bazas, Gestión de cartas;;
2846;Tripolo;12.99;Disponible;;100278;Abstracto;Familiares, Rápido, Infantil, Viaje;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;10 min;130 x 130 x 70 mm;Fácil;Ludilo;Nula (Sólo instrucciones);Habilidad;Español;6,46667
2847;Patchwork Exprés;16.2;Disponible;;;Abstracto;Familiares, Para 2, Infantil;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2;10 min.;;;Maldito Games;;Puzzle;;
2848;450 cosas que hacer;13.45;Disponible;;194626;;;de 6 a 8 años;3, 4, 5, 6;20;;;Mercurio;;;;6,75619
2849;El Frutal;38.11;Disponible;;;;;de 3 a 6 años;1, 2, 3, 4, 5, 6, 7, 8;15;;;Haba;;;Español;
2850;Storytailors;21.55;Disponible;Marie Fort, Wilfred Fort;287591;Animales, Cuentos;Familiares, Narrativo, Infantil;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;20 min.;240 x 240 x 60 mm;Fácil;Mercurio;Alta;Bazas;Español;7,24636
